BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by YourHomeSold Guarantee Realty,Multi-family home for sale,749999,6,3.0,3150.0,1817 Amethyst St,"Bronx, NY 10462","1817 Amethyst StBronx, NY 10462",United States,New York,Bronx County,The Bronx,Amethyst Street,"1817 Amethyst St, Bronx, NY 10462, USA",40.8453955,-73.868163
"Brokered by Nest Seekers International, Midtown",House for sale,535000,3,3.0,1328.0,1303 College Ave,"Bronx, NY 10456","1303 College AveBronx, NY 10456",United States,New York,Bronx County,The Bronx,College Avenue,"1303 College Ave, Bronx, NY 10456, USA",40.8355073,-73.9119966
Brokered by RE MAX Voyage,House for sale,699000,6,4.0,2223.0,873 Fox St,"Bronx, NY 10459","873 Fox StBronx, NY 10459",United States,New York,Bronx County,The Bronx,Fox Street,"873 Fox St, Bronx, NY 10459, USA",40.818678,-73.8954715
Brokered by Elite Real Estate Group 1 Llc,House for sale,749000,3,2.0,1600.0,1243 Rhinelander Ave,"Bronx, NY 10461","1243 Rhinelander AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Rhinelander Avenue,"1243 Rhinelander Ave, Bronx, NY 10461, USA",40.8544909,-73.8490394
Brokered by Corcoran Williamsburg Bedford,House for sale,5900000,7,8.0,10100.0,5020 Grosvenor Ave,"Bronx, NY 10471","5020 Grosvenor AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,Grosvenor Avenue,"5020 Grosvenor Ave, Bronx, NY 10471, USA",40.897896,-73.903306
Brokered by Exp Realty,Condo for sale,249000,2,1.0,815.0,1718 Purdy St Apt Mb,"Bronx, NY 10462","1718 Purdy St Apt MbBronx, NY 10462",United States,New York,Bronx County,The Bronx,Purdy Street,"1718 Purdy St, Bronx, NY 10462, USA",40.840962,-73.854142
Brokered by Re/Max In The City,Multi-family home for sale,1999000,6,4.0,3850.0,6140 Delafield Ave,"Bronx, NY 10471","6140 Delafield AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,Delafield Avenue,"6140 Delafield Ave, Bronx, NY 10471, USA",40.9110703,-73.9017893
Brokered by Rock Home Realty Group Inc,Multi-family home for sale,350000,3,2.3738608579684373,2184.207862,450 Cyrus Pl,"Bronx, NY 10458","450 Cyrus PlBronx, NY 10458",United States,New York,Bronx County,The Bronx,Cyrus Place,"450 Cyrus Pl, Bronx, NY 10458, USA",40.8585142,-73.8918995
Brokered by TREBACH REALTY INC,House for sale,7500000,6,2.3738608579684373,2184.207862,5000 Iselin Ave,"Bronx, NY 10471","5000 Iselin AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,Iselin Avenue,"5000 Iselin Ave, Bronx, NY 10471, USA",40.8982423,-73.904797
Brokered by RE/MAX Team,House for sale,550000,2,2.0,995.0,3167 Wissman Ave,"Bronx, NY 10465","3167 Wissman AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Wissman Avenue,"3167 Wissman Ave, Bronx, NY 10465, USA",40.8209689,-73.8074205
Brokered by Link Ny Realty,Multi-family home for sale,1699000,9,5.0,5500.0,3179 Rochambeau Ave,"Bronx, NY 10467","3179 Rochambeau AveBronx, NY 10467",United States,New York,Bronx County,The Bronx,Rochambeau Avenue,"3179 Rochambeau Ave, Bronx, NY 10467, USA",40.8754624,-73.8807502
Brokered by RE MAX Edge,Pending,1149000,7,4.0,3617.0,1949 Benedict Ave,"Bronx, NY 10462","1949 Benedict AveBronx, NY 10462",United States,New York,Bronx County,The Bronx,Benedict Avenue,"1949 Benedict Ave, Bronx, NY 10462, USA",40.8343858,-73.8590313
Brokered by Keystone Realty USA Corp,Multi-family home for sale,699000,8,5.0,2300.0,1998 Clinton Ave,"Bronx, NY 10457","1998 Clinton AveBronx, NY 10457",United States,New York,Bronx County,The Bronx,Clinton Avenue,"1998 Clinton Ave, Bronx, NY 10457, USA",40.8460907,-73.8887912
Brokered by Exit Realty DKC,Multi-family home for sale,1050000,7,4.0,3280.0,1135 Croes Ave,"Bronx, NY 10472","1135 Croes AveBronx, NY 10472",United States,New York,Bronx County,The Bronx,Croes Avenue,"1135 Croes Ave, Bronx, NY 10472, USA",40.8282228,-73.8706372
Brokered by Sowae Corp,House for sale,270000,4,2.0,2000.0,2417 Cambreleng Ave,"Bronx, NY 10458","2417 Cambreleng AveBronx, NY 10458",United States,New York,Bronx County,The Bronx,Cambreleng Avenue,"2417 Cambreleng Ave, Bronx, NY 10458, USA",40.8550515,-73.8852304
Brokered by Sowae Corp,House for sale,270000,4,2.0,2000.0,2417 Cambreleng Ave,"Bronx, NY 10458","2417 Cambreleng AveBronx, NY 10458",United States,New York,Bronx County,The Bronx,Cambreleng Avenue,"2417 Cambreleng Ave, Bronx, NY 10458, USA",40.8550515,-73.8852304
Brokered by TOP NEST INC,Multi-family home for sale,889000,6,2.0,2280.0,1349 Herschell St,"Bronx, NY 10461","1349 Herschell StBronx, NY 10461",United States,New York,Bronx County,The Bronx,Herschell Street,"1349 Herschell St, Bronx, NY 10461, USA",40.8368581,-73.8449273
Brokered by TREBACH REALTY INC,House for sale,2750000,4,2.3738608579684373,2184.207862,4570 Delafield Ave,"Bronx, NY 10471","4570 Delafield AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,Delafield Avenue,"4570 Delafield Ave, Bronx, NY 10471, USA",40.8930548,-73.9067416
Brokered by Howard Hanna | Rand Realty,Multi-family home for sale,989000,8,5.0,3960.0,3535 Ely Ave,"Bronx, NY 10466","3535 Ely AveBronx, NY 10466",United States,New York,Bronx County,The Bronx,Ely Avenue,"3535 Ely Ave, Bronx, NY 10466, USA",40.8807579,-73.8418489
Brokered by Joyce Realty,Multi-family home for sale,1099999,4,2.0,2185.0,3186 Tierney Pl,"Bronx, NY 10465","3186 Tierney PlBronx, NY 10465",United States,New York,Bronx County,The Bronx,Tierney Place,"3186 Tierney Pl, Bronx, NY 10465, USA",40.8135939,-73.8019007
Brokered by Douglas Elliman - Bayside,Pending,485000,6,3.0,2184.207862,1311 Needham Ave,"Bronx, NY 10469","1311 Needham AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Needham Avenue,"1311 Needham Ave, Bronx, NY 10469, USA",40.8781862,-73.8523657
Brokered by YourHomeSold Guarantee Realty,Condo for sale,319000,2,2.0,1102.0,135 Sunset Blvd Unit 10135,"Bronx, NY 10473","135 Sunset Blvd Unit 10135Bronx, NY 10473",United States,New York,Bronx County,The Bronx,Sunset Boulevard,"135 Sunset Blvd, Bronx, NY 10473, USA",40.806951,-73.853401
Brokered by Exp Realty,Multi-family home for sale,999000,9,3.0,3168.0,1670 Nelson Ave,"Bronx, NY 10453","1670 Nelson AveBronx, NY 10453",United States,New York,Bronx County,The Bronx,Nelson Avenue,"1670 Nelson Ave, Bronx, NY 10453, USA",40.8474641,-73.9177608
Brokered by Cross Country Realty,House for sale,395000,2,2.0,1089.0,111 Sunset Blvd,"Bronx, NY 10473","111 Sunset BlvdBronx, NY 10473",United States,New York,Bronx County,The Bronx,Sunset Boulevard,"111 Sunset Blvd, Bronx, NY 10473, USA",40.807051,-73.853819
Brokered by COMPASS,House for sale,1250000,4,2.0,2273.0,5037 Fieldston Rd,"Bronx, NY 10471","5037 Fieldston RdBronx, NY 10471",United States,New York,Bronx County,The Bronx,Fieldston Road,"5037 Fieldston Rd, Bronx, NY 10471, USA",40.8976524,-73.9019402
Brokered by EXIT REALTY PRIVATE CLIENT,Multi-family home for sale,795000,3,4.0,1171.0,3121 Corlear Ave,"Bronx, NY 10463","3121 Corlear AveBronx, NY 10463",United States,New York,Bronx County,The Bronx,Corlear Avenue,"3121 Corlear Ave, Bronx, NY 10463, USA",40.8809803,-73.9074446
Brokered by Elite Real Estate Group 1 Llc,House for sale,1350000,4,2.0,2948.0,1932 Narragansett Ave,"Bronx, NY 10461","1932 Narragansett AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Narragansett Avenue,"1932 Narragansett Ave, Bronx, NY 10461, USA",40.8548137,-73.8500157
Brokered by TREBACH REALTY INC,House for sale,1650000,5,4.0,2184.207862,617 W 227th St,"Bronx, NY 10463","617 W 227th StBronx, NY 10463",United States,New York,Bronx County,The Bronx,West 227th Street,"617 W 227th St, Bronx, NY 10463, USA",40.8806865,-73.9157055
Brokered by Keller Williams Realty Greater Nassau,Townhouse for sale,660000,3,2.3738608579684373,1283.0,1761 Tenbroeck Ave,"Bronx, NY 10461","1761 Tenbroeck AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Tenbroeck Avenue,"1761 Tenbroeck Ave, Bronx, NY 10461, USA",40.851494,-73.8492232
Brokered by Howard Hanna | Rand Realty,House for sale,598000,3,2.0,1144.0,3088 Heath Ave,"Bronx, NY 10463","3088 Heath AveBronx, NY 10463",United States,New York,Bronx County,The Bronx,Heath Avenue,"3088 Heath Ave, Bronx, NY 10463, USA",40.87796,-73.9011666
Brokered by Howard Hanna | Rand Realty,House for sale,598000,3,2.0,1144.0,3088 Heath Ave,"Bronx, NY 10463","3088 Heath AveBronx, NY 10463",United States,New York,Bronx County,The Bronx,Heath Avenue,"3088 Heath Ave, Bronx, NY 10463, USA",40.87796,-73.9011666
Brokered by Howard Hanna | Rand Realty,Condo for sale,200000,1,2.3738608579684373,637.0,1561 Unionport Rd Apt Td,"Bronx, NY 10462","1561 Unionport Rd Apt TdBronx, NY 10462",United States,New York,Bronx County,The Bronx,Unionport Road,"1561 Unionport Rd, Bronx, NY 10462, USA",40.8389649,-73.8613485
Brokered by Keller Williams Ny Realty,House for sale,725000,3,2.0,2410.0,4316 Ely Ave,"Bronx, NY 10466","4316 Ely AveBronx, NY 10466",United States,New York,Bronx County,The Bronx,Ely Avenue,"4316 Ely Ave, Bronx, NY 10466, USA",40.8965547,-73.8476725
Brokered by New Concept Sheiks Realty Inc.,Co-op for sale,279000,3,1.0,1400.0,2199 Holland Ave Unit Le,"Bronx, NY 10462","2199 Holland Ave Unit LeBronx, NY 10462",United States,New York,Bronx County,The Bronx,Holland Avenue,"2199 Holland Ave, Bronx, NY 10462, USA",40.8563536,-73.865974
Brokered by RE MAX Distinguished Homes & Properties,House for sale,499000,4,2.0,1752.0,2712 Heath Ave,"Bronx, NY 10463","2712 Heath AveBronx, NY 10463",United States,New York,Bronx County,The Bronx,Heath Avenue,"2712 Heath Ave, Bronx, NY 10463, USA",40.8717268,-73.9050847
Brokered by Kismet Realty NY,House for sale,450000,3,2.3738608579684373,1122.0,102 Pilot St,"Bronx, NY 10464","102 Pilot StBronx, NY 10464",United States,New York,Bronx County,The Bronx,Pilot Street,"102 Pilot St, Bronx, NY 10464, USA",40.8408308,-73.7856681
Brokered by Jane Mosello Real Estate,Co-op for sale,279000,2,2.0,1050.0,4320 Van Cortlandt Park E Apt R,"Bronx, NY 10470","4320 Van Cortlandt Park E Apt RBronx, NY 10470",United States,New York,Bronx County,The Bronx,Van Cortlandt Park East,"4320 Van Cortlandt Park E, Bronx, NY 10470, USA",40.898666,-73.8738365
Brokered by COMPASS,House for sale,549000,3,2.0,1250.0,1764 Undercliff Ave,"Bronx, NY 10453","1764 Undercliff AveBronx, NY 10453",United States,New York,Bronx County,The Bronx,Undercliff Avenue,"1764 Undercliff Ave, Bronx, NY 10453, USA",40.8515331,-73.9197862
Brokered by Douglas Elliman - 3544 Johnson Ave,House for sale,4900000,8,2.3738608579684373,9000.0,5040 Goodridge Ave,"Bronx, NY 10471","5040 Goodridge AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,Goodridge Avenue,"5040 Goodridge Ave, Bronx, NY 10471, USA",40.8983076,-73.9020849
Brokered by Exp Realty,Multi-family home for sale,600000,4,2.0,1728.0,4217 Seton Ave,"Bronx, NY 10466","4217 Seton AveBronx, NY 10466",United States,New York,Bronx County,The Bronx,Seton Avenue,"4217 Seton Ave, Bronx, NY 10466, USA",40.896179,-73.839487
Brokered by RE MAX Distinguished Homes & Properties,Multi-family home for sale,1299000,9,4.0,3720.0,790 Olmstead Ave,"Bronx, NY 10473","790 Olmstead AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,Olmstead Avenue,"790 Olmstead Ave, Bronx, NY 10473, USA",40.8227297,-73.8517272
Brokered by Century Homes Realty Group LLC,Multi-family home for sale,980000,4,4.0,3068.0,262 Zerega Ave,"Bronx, NY 10473","262 Zerega AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,Zerega Avenue,"262 Zerega Ave, Bronx, NY 10473, USA",40.8129128,-73.8461841
Brokered by Pantiga Group Inc.,Co-op for sale,259000,2,1.0,950.0,800 Grand Concourse Ave Unit Gjn,"Bronx, NY 10451","800 Grand Concourse Ave Unit GjnBronx, NY 10451",United States,New York,Bronx County,The Bronx,Grand Concourse,"800 Grand Concourse, Bronx, NY 10451, USA",40.8248699,-73.9229829
Brokered by TREBACH REALTY INC,House for sale,3400000,6,6.0,6290.0,5000 Goodridge Ave,"Bronx, NY 10471","5000 Goodridge AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,Goodridge Avenue,"5000 Goodridge Ave, Bronx, NY 10471, USA",40.8969575,-73.9032123
Brokered by YourHomeSold Guarantee Realty,Land for sale,250000,3,2.3738608579684373,2184.207862,1818 Unionport Rd,"Bronx, NY 10462","1818 Unionport RdBronx, NY 10462",United States,New York,Bronx County,The Bronx,Unionport Road,"1818 Unionport Rd, Bronx, NY 10462, USA",40.8453241,-73.8684042
Brokered by YourHomeSold Guarantee Realty,Land for sale,250000,3,2.3738608579684373,2184.207862,1818 Unionport Rd,"Bronx, NY 10462","1818 Unionport RdBronx, NY 10462",United States,New York,Bronx County,The Bronx,Unionport Road,"1818 Unionport Rd, Bronx, NY 10462, USA",40.8453241,-73.8684042
Brokered by TREBACH REALTY INC,House for sale,3400000,6,6.0,6290.0,5000 Goodridge Ave,"Bronx, NY 10471","5000 Goodridge AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,Goodridge Avenue,"5000 Goodridge Ave, Bronx, NY 10471, USA",40.8969575,-73.9032123
Brokered by Cruz Network The Bronx Realty,House for sale,749000,3,2.0,2184.207862,2225 Seward Ave,"Bronx, NY 10473","2225 Seward AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,Seward Avenue,"2225 Seward Ave, Bronx, NY 10473, USA",40.821432,-73.8474428
Brokered by Berkshire Hathaway HomeServices New York Properties - Eastchester,Co-op for sale,339000,2,2.0,906.0,86C Edgewater Park Unit C,"Bronx, NY 10465","86C Edgewater Park Unit CBronx, NY 10465",United States,New York,Bronx County,The Bronx,Edgewater Park,"86 Edgewater Park, Bronx, NY 10465, USA",40.8224723,-73.81106
Brokered by Keller Williams Realty NYC Grp,Multi-family home for sale,1250000,9,3.0,3234.0,1847 Barnes Ave,"Bronx, NY 10462","1847 Barnes AveBronx, NY 10462",United States,New York,Bronx County,The Bronx,Barnes Avenue,"1847 Barnes Ave, Bronx, NY 10462, USA",40.8473243,-73.8633392
Brokered by Douglas Elliman - 3544 Johnson Ave,Pending,1780000,4,3.0,2184.207862,735 Ladd Rd,"Bronx, NY 10471","735 Ladd RdBronx, NY 10471",United States,New York,Bronx County,The Bronx,Ladd Road,"735 Ladd Rd, Bronx, NY 10471, USA",40.9055018,-73.909935
Brokered by Douglas Elliman - 3544 Johnson Ave,House for sale,968000,4,2.0,2550.0,1705 Hone Ave,"Bronx, NY 10461","1705 Hone AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Hone Avenue,"1705 Hone Ave, Bronx, NY 10461, USA",40.8475868,-73.853875
Brokered by CENTURY 21 Kafcos Realty,Multi-family home for sale,1430000,6,4.0,2840.0,242 Balcom Ave,"Bronx, NY 10465","242 Balcom AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Balcom Avenue,"242 Balcom Ave, Bronx, NY 10465, USA",40.8152387,-73.8219875
Brokered by The Sidmar Group Llc,House for sale,675000,4,3.0,1832.0,2760 Hone Ave,"Bronx, NY 10469","2760 Hone AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Hone Avenue,"2760 Hone Ave, Bronx, NY 10469, USA",40.8672248,-73.8574241
Brokered by Coldwell Banker Reliable Real Estate,House for sale,699999,5,2.0,2218.0,2318 Holland Ave,"Bronx, NY 10467","2318 Holland AveBronx, NY 10467",United States,New York,Bronx County,The Bronx,Holland Avenue,"2318 Holland Ave, Bronx, NY 10467, USA",40.8602009,-73.8653147
Brokered by Keller Williams Realty Greater Nassau,Multi-family home for sale,849000,8,3.0,4428.0,660 Magenta St,"Bronx, NY 10467","660 Magenta StBronx, NY 10467",United States,New York,Bronx County,The Bronx,Magenta Street,"660 Magenta St, Bronx, NY 10467, USA",40.8751331,-73.8687602
Brokered by Rock Home Realty Group Inc,House for sale,150000,3,2.3738608579684373,2184.207862,2862 Briggs Ave,"Bronx Ny, NY 10458","2862 Briggs AveBronx Ny, NY 10458",United States,New York,Bronx County,The Bronx,Briggs Avenue,"2862 Briggs Ave, Bronx, NY 10458, USA",40.8693539,-73.8883183
Brokered by Parkchester Bronx Realty Inc,Condo for sale,215000,2,1.0,789.0,1604 Metropolitan Ave,"Bronx, NY 10462","1604 Metropolitan AveBronx, NY 10462",United States,New York,Bronx County,The Bronx,Metropolitan Avenue,"1604 Metropolitan Ave, Bronx, NY 10462, USA",40.8396335,-73.8563772
Brokered by Parkchester Bronx Realty Inc,Condo for sale,215000,2,1.0,789.0,1604 Metropolitan Ave,"Bronx, NY 10462","1604 Metropolitan AveBronx, NY 10462",United States,New York,Bronx County,The Bronx,Metropolitan Avenue,"1604 Metropolitan Ave, Bronx, NY 10462, USA",40.8396335,-73.8563772
Brokered by Douglas Elliman - 3544 Johnson Ave,Multi-family home for sale,14000000,3,2.3738608579684373,2184.207862,3641 Johnson Ave,"Bronx, NY 10463","3641 Johnson AveBronx, NY 10463",United States,New York,Bronx County,The Bronx,Johnson Avenue,"3641 Johnson Ave, Bronx, NY 10463, USA",40.8879286,-73.9096657
Brokered by EXIT REALTY PRIVATE CLIENT,Multi-family home for sale,785000,7,3.0,3388.0,1746 Van Buren St,"Bronx, NY 10460","1746 Van Buren StBronx, NY 10460",United States,New York,Bronx County,The Bronx,Van Buren Street,"1746 Van Buren St, Bronx, NY 10460, USA",40.8423282,-73.8710228
Brokered by LINCOLN V WALTERS II REALTY CORP,Pending,875000,6,2.0,2340.0,2729 Westervelt Ave,"Bronx, NY 10469","2729 Westervelt AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Westervelt Avenue,"2729 Westervelt Ave, Bronx, NY 10469, USA",40.8661368,-73.8400914
Brokered by Morris Park Realty Group,Multi-family home for sale,1215000,13,7.0,5250.0,941 Croes Ave,"Bronx, NY 10473","941 Croes AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,Croes Avenue,"941 Croes Ave, Bronx, NY 10473, USA",40.823763,-73.8695469
Brokered by EXIT REALTY PRIVATE CLIENT,House for sale,475000,5,2.0,1790.0,1604 Harding Park,"Bronx, NY 10473","1604 Harding ParkBronx, NY 10473",United States,New York,Bronx County,The Bronx,Harding Park,"1604 Harding Park, Bronx, NY 10473, USA",40.8102903,-73.8573667
Brokered by Arc Realty Llc,House for sale,1249000,3,4.0,2400.0,1187 Rhinelander Ave,"Bronx, NY 10461","1187 Rhinelander AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Rhinelander Avenue,"1187 Rhinelander Ave, Bronx, NY 10461, USA",40.8533232,-73.8509691
Brokered by Elite Real Estate Group 1 Llc,Multi-family home for sale,875000,4,2.0,2034.0,2740 Seymour Ave,"Bronx, NY 10469","2740 Seymour AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Seymour Avenue,"2740 Seymour Ave, Bronx, NY 10469, USA",40.8664714,-73.845984
Brokered by Motivated Access Realty Corp.,Multi-family home for sale,949000,7,3.0,2745.0,431 Saint Lawrence Ave,"Bronx, NY 10473","431 Saint Lawrence AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,Saint Lawrence Avenue,"431 St Lawrence Ave, Bronx, NY 10473, USA",40.8136198,-73.8633277
Brokered by Elegran Real Estate And Development,Townhouse for sale,1299000,11,8.0,4560.0,1963 Hobart Ave,"Bronx, NY 10461","1963 Hobart AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Hobart Avenue,"1963 Hobart Ave, Bronx, NY 10461, USA",40.8512668,-73.8314532
Brokered by Nareema Baksh Real Estate,Multi-family home for sale,1279000,16,8.0,3550.0,761 Home St,"Bronx, NY 10456","761 Home StBronx, NY 10456",United States,New York,Bronx County,The Bronx,Home Street,"761 Home St, Bronx, NY 10456, USA",40.8282675,-73.9014729
Brokered by Brown Harris Stevens,Townhouse for sale,900000,4,3.0,2184.207862,6031 Huxley Ave Unit Townhouse,"Bronx, NY 10471","6031 Huxley Ave Unit TownhouseBronx, NY 10471",United States,New York,Bronx County,The Bronx,Huxley Avenue,"6031 Huxley Ave, Bronx, NY 10471, USA",40.9083747,-73.8985781
Brokered by Keller Williams Realty NYC Grp,House for sale,590000,3,1.0,1360.0,2540 Woodhull Ave,"Bronx, NY 10469","2540 Woodhull AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Woodhull Avenue,"2540 Woodhull Ave, Bronx, NY 10469, USA",40.8642583,-73.8414813
Brokered by RE MAX Distinguished Homes & Properties,Multi-family home for sale,1300000,14,6.0,5103.0,1565 Saint Peters Ave,"Bronx, NY 10461","1565 Saint Peters AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Saint Peters Avenue,"1565 St Peters Ave, Bronx, NY 10461, USA",40.8403844,-73.8478179
NoBroker,House for sale,270000,3,2.3738608579684373,1158.0,3780 Willett Ave,"Bronx, NY 10467","3780 Willett AveBronx, NY 10467",United States,New York,Bronx County,The Bronx,Willett Avenue,"3780 Willett Ave, Bronx, NY 10467, USA",40.8838997,-73.864167
Brokered by All Century Realty,House for sale,765000,3,2.3738608579684373,2500.0,1574 Crotona Park E,"Bronx, NY 10460","1574 Crotona Park EBronx, NY 10460",United States,New York,Bronx County,The Bronx,Crotona Park East,"1574 Crotona Park E, Bronx, NY 10460, USA",40.8365023,-73.8919613
Brokered by Soler Realty,Multi-family home for sale,805000,6,2.0,2042.0,1893 Harrison Ave,"Bronx, NY 10453","1893 Harrison AveBronx, NY 10453",United States,New York,Bronx County,The Bronx,Harrison Avenue,"1893 Harrison Ave, Bronx, NY 10453, USA",40.8527111,-73.9116009
Brokered by RE/MAX CLASSIC REALTY,House for sale,459999,1,1.0,640.0,3308 Lucerne St,"Bronx, NY 10465","3308 Lucerne StBronx, NY 10465",United States,New York,Bronx County,The Bronx,Lucerne Street,"3308 Lucerne St, Bronx, NY 10465, USA",40.8426371,-73.8168754
Brokered by EXIT REALTY PREMIUM,Multi-family home for sale,900000,5,3.0,2487.0,1850 Billingsley Ter,"Bronx, NY 10453","1850 Billingsley TerBronx, NY 10453",United States,New York,Bronx County,The Bronx,Billingsley Terrace,"1850 Billingsley Terrace, Bronx, NY 10453, USA",40.8533225,-73.9171752
Brokered by Link Ny Realty,Multi-family home for sale,2300000,3,2.3738608579684373,21000.0,96 E 208th St,"Bronx, NY 10467","96 E 208th StBronx, NY 10467",United States,New York,Bronx County,The Bronx,East 208th Street,"96 E 208th St, Bronx, NY 10467, USA",40.878193,-73.8818068
Brokered by RE MAX Voyage,House for sale,599000,3,2.0,1052.0,3540 Laconia Ave,"Bronx, NY 10469","3540 Laconia AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Laconia Avenue,"3540 Laconia Ave, Bronx, NY 10469, USA",40.8750212,-73.8547365
Brokered by COMPASS,House for sale,3999500,3,2.3738608579684373,2184.207862,1800 Grand Concourse,"Bronx, NY 10457","1800 Grand ConcourseBronx, NY 10457",United States,New York,Bronx County,The Bronx,Grand Concourse,"1800 Grand Concourse, Bronx, NY 10457, USA",40.847049,-73.9080117
Brokered by Yaos Realty Llc,Multi-family home for sale,1080000,8,5.0,2184.207862,185 Throggs Neck Blvd,"Bronx, NY 10465","185 Throggs Neck BlvdBronx, NY 10465",United States,New York,Bronx County,The Bronx,Throgs Neck Boulevard,"185 Throgs Neck Blvd, Bronx, NY 10465, USA",40.8167119,-73.8127515
Brokered by Keller Williams Realty NYC Grp,House for sale,554900,3,2.0,1890.0,717 E 221st St,"Bronx, NY 10467","717 E 221st StBronx, NY 10467",United States,New York,Bronx County,The Bronx,East 221st Street,"717 E 221st St, Bronx, NY 10467, USA",40.8849291,-73.8613097
Brokered by Today Realty Corp.,House for sale,1050000,3,2.0,1870.0,835 Dean Ave,"Bronx, NY 10465","835 Dean AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Dean Avenue,"835 Dean Ave, Bronx, NY 10465, USA",40.8325495,-73.8167031
Brokered by BESMATCH REAL ESTATE,House for sale,620000,3,2.0,1400.0,1724 Hutchinson River Pkwy,"Bronx, NY 10461","1724 Hutchinson River PkwyBronx, NY 10461",United States,New York,Bronx County,The Bronx,Hutchinson River Parkway,"1724 Hutchinson Riv Pkwy, Bronx, NY 10461, USA",40.8464353,-73.8358298
Brokered by Morris Park Realty Group,Co-op for sale,339000,2,1.0,822.0,59A Edgewater Park Unit A,"Bronx, NY 10465","59A Edgewater Park Unit ABronx, NY 10465",United States,New York,Bronx County,The Bronx,Edgewater Park,"59 Edgewater Park, Bronx, NY 10465, USA",40.8224967,-73.8110903
"Brokered by Charles Rutenberg Realty, Inc.",Multi-family home for sale,949000,7,6.0,3733.0,1040 Clay Ave,"Bronx, NY 10456","1040 Clay AveBronx, NY 10456",United States,New York,Bronx County,The Bronx,Clay Avenue,"1040 Clay Ave, Bronx, NY 10456, USA",40.8282987,-73.91272
"Brokered by Weichert, Realtors - Larchmont",House for sale,499000,2,2.0,1146.0,4302 Boyd Ave,"Bronx, NY 10466","4302 Boyd AveBronx, NY 10466",United States,New York,Bronx County,The Bronx,Boyd Avenue,"4302 Boyd Ave, Bronx, NY 10466, USA",40.8955154,-73.8510754
Brokered by Re/Max Elite,House for sale,399888,3,4.0,1613.0,765 E 224th St,"Bronx, NY 10466","765 E 224th StBronx, NY 10466",United States,New York,Bronx County,The Bronx,East 224th Street,"765 E 224th St, Bronx, NY 10466, USA",40.8865894,-73.8585038
Brokered by Keller Williams Realty Group,Multi-family home for sale,999000,5,4.0,1980.0,503 Hollywood Ave,"Bronx, NY 10465","503 Hollywood AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Hollywood Avenue,"503 Hollywood Ave, Bronx, NY 10465, USA",40.8232894,-73.8169443
Brokered by Jonarbri Realty,House for sale,450000,4,3.0,2184.207862,661 E 228th St,"Bronx, NY 10466","661 E 228th StBronx, NY 10466",United States,New York,Bronx County,The Bronx,East 228th Street,"661 E 228th St, Bronx, NY 10466, USA",40.8904909,-73.8606171
Brokered by BRAITHWAITE REALTY LLC,Multi-family home for sale,850000,6,3.0,2230.0,3019 Kingsbridge Ter,"Bronx, NY 10463","3019 Kingsbridge TerBronx, NY 10463",United States,New York,Bronx County,The Bronx,Kingsbridge Terrace,"3019 Kingsbridge Terrace, Bronx, NY 10463, USA",40.8760983,-73.9021193
Brokered by Keystone Realty USA Corp,House for sale,699000,3,3.0,2184.207862,448 Turneur Ave,"Bronx, NY 10473","448 Turneur AveBronx, NY 10473",United States,New York,Bronx County,The Bronx,Turneur Avenue,"448 Turneur Ave, Bronx, NY 10473, USA",40.8163884,-73.8461253
Brokered by Exp Realty,Multi-family home for sale,685000,4,2.0,2000.0,884 E 161st St,"Bronx, NY 10459","884 E 161st StBronx, NY 10459",United States,New York,Bronx County,The Bronx,East 161 Street,"884 E 161 St, Bronx, NY 10459, USA",40.8194513,-73.9001792
