BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by Bhuiyan Properties LLC,Contingent,999999,12,6.0,3900.0,735 6th Ave,"Brooklyn, NY 11215","735 6th AveBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,6th Avenue,"735 6th Ave, Brooklyn, NY 11215, USA",40.6589824,-73.9920247
Brokered by RE MAX City Square,House for sale,1500000,3,3.0,2100.0,182 Kensington St,"Brooklyn, NY 11235","182 Kensington StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Kensington Street,"182 Kensington St, Brooklyn, NY 11235, USA",40.5786182,-73.9420211
Brokered by CENTURY 21 MK Realty,House for sale,5600000,5,4.0,4959.0,2601 Avenue P,"Brooklyn, NY 11229","2601 Avenue PBrooklyn, NY 11229",United States,New York,Kings County,Brooklyn,Avenue P,"2601 Avenue P, Brooklyn, NY 11229, USA",40.611854,-73.9477154
"Brokered by Brooklyn Real Property, Inc",House for sale,780000,3,2.0,1320.0,1324 E 101st St,"Brooklyn, NY 11236","1324 E 101st StBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,East 101st Street,"1324 E 101st St, Brooklyn, NY 11236, USA",40.6384339,-73.8899834
Brokered by E House Realty & Mgt. Inc.,Condo for sale,649000,2,2.0,905.0,217 Bay 49th St Unit 4A,"Brooklyn, NY 11214","217 Bay 49th St Unit 4ABrooklyn, NY 11214",United States,New York,Kings County,Brooklyn,217,"217 Bay 49th St #4a, Brooklyn, NY 11214, USA",40.5855131,-73.9883977
Brokered by Lombardo Homes & Estates,Multi-family home for sale,1768888,10,10.0,3933.0,5502 6th Ave,"Brooklyn, NY 11220","5502 6th AveBrooklyn, NY 11220",United States,New York,Kings County,Brooklyn,6th Avenue,"5502 6th Ave, Brooklyn, NY 11220, USA",40.6410259,-74.0112793
Brokered by Blue Key Real Estate Brokerage,Multi-family home for sale,11000000,50,50.0,22035.0,8820 Avenue J,"Brooklyn, NY 11236","8820 Avenue JBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,Avenue J,"8820 Avenue J, Brooklyn, NY 11236, USA",40.6376964,-73.9048363
Brokered by Budget Real Estate Nyc Inc,Multi-family home for sale,799999,6,2.3738608579684373,2184.207862,1278 E 56th St,"Brooklyn, NY 11234","1278 E 56th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 56th Street,"1278 E 56th St, Brooklyn, NY 11234, USA",40.6245872,-73.9219517
Brokered by True Homes Inc,Multi-family home for sale,1300000,6,3.0,2184.207862,1309 E 56th St,"Brooklyn, NY 11234","1309 E 56th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 56th Street,"1309 E 56th St, Brooklyn, NY 11234, USA",40.6236835,-73.9213087
Brokered by Fillmore Real Estate,Multi-family home for sale,729000,3,3.0,1800.0,8424 Glenwood Rd,"Brooklyn, NY 11236","8424 Glenwood RdBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,Glenwood Road,"8424 Glenwood Rd, Brooklyn, NY 11236, USA",40.6391205,-73.9112362
Brokered by Corcoran Brooklyn Heights,House for sale,2250000,6,4.0,2184.207862,144 Nassau Ave,"Brooklyn, NY 11222","144 Nassau AveBrooklyn, NY 11222",United States,New York,Kings County,Brooklyn,Nassau Avenue,"144 Nassau Ave, Brooklyn, NY 11222, USA",40.7246592,-73.9475691
Brokered by RE MAX Real Estate Professionals,House for sale,1439000,6,4.0,1440.0,1019 58th St,"Brooklyn, NY 11219","1019 58th StBrooklyn, NY 11219",United States,New York,Kings County,Brooklyn,58th Street,"1019 58th St, Brooklyn, NY 11219, USA",40.6337561,-74.003307
Brokered by Sowae Corp,Multi-family home for sale,625000,5,2.0,2184.207862,371 Kosciuszko St,"Brooklyn, NY 11221","371 Kosciuszko StBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,Kosciuszko Street,"371 Kosciuszko St, Brooklyn, NY 11221, USA",40.6921071,-73.9400823
Brokered by Corcoran Park Slope,Townhouse for sale,1050000,4,1.0,2184.207862,1023 Union St,"Brooklyn, NY 11225","1023 Union StBrooklyn, NY 11225",United States,New York,Kings County,Brooklyn,Union Street,"1023 Union St, Brooklyn, NY 11225, USA",40.6701878,-73.9595284
Brokered by Coldwell Banker Kueber Realty,House for sale,599000,3,2.0,2184.207862,425 Snediker Ave,"Brooklyn, NY 11207","425 Snediker AveBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,Snediker Avenue,"425 Snediker Ave, Brooklyn, NY 11207, USA",40.6645719,-73.8995034
Brokered by Corcoran Park Slope,House for sale,825000,2,2.0,1820.0,1666 73rd St,"Brooklyn, NY 11204","1666 73rd StBrooklyn, NY 11204",United States,New York,Kings County,Brooklyn,73rd Street,"1666 73rd St, Brooklyn, NY 11204, USA",40.6163169,-73.9981652
Brokered by JOSK REALTY LLC,Multi-family home for sale,599999,6,2.0,3490.0,919 Crescent St,"Brooklyn, NY 11208","919 Crescent StBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Crescent Street,"919 Crescent St., Brooklyn, NY 11208, USA",40.6649303,-73.8670719
Brokered by BHHS Fillmore R.E.,House for sale,649000,3,2.0,1064.0,2051 E 73rd St,"Brooklyn, NY 11234","2051 E 73rd StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 73rd Street,"2051 E 73rd St, Brooklyn, NY 11234, USA",40.6215026,-73.9066372
Brokered by BROOKLYN`S 4 U REALTY,House for sale,899000,3,2.0,1324.0,2277 National Dr,"Brooklyn, NY 11234","2277 National DrBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,National Drive,"2277 National Dr, Brooklyn, NY 11234, USA",40.6055237,-73.9143161
Brokered by TALK OF THE TOWN REALTY C,House for sale,1618000,5,2.0,2200.0,2247 E 66th St,"Brooklyn, NY 11234","2247 E 66th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 66th Street,"2247 E 66th St, Brooklyn, NY 11234, USA",40.6148883,-73.9078973
Brokered by COMPASS,Multi-family home for sale,1100000,5,3.0,1916.0,1720 E 51st St,"Brooklyn, NY 11234","1720 E 51st StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 51st Street,"1720 E 51st St, Brooklyn, NY 11234, USA",40.6183626,-73.9260392
Brokered by RELIABLE SELL & BUY REALTY INC,House for sale,689000,2,2.0,750.0,2848 Brighton 4th St,"Brooklyn, NY 11235","2848 Brighton 4th StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Brighton 4th Street,"2848 Brighton 4th St, Brooklyn, NY 11235, USA",40.5817208,-73.9645608
Brokered by Brown Harris Stevens,Townhouse for sale,3995000,5,6.0,2184.207862,37 Prospect Pl Unit Townhouse,"Brooklyn, NY 11217","37 Prospect Pl Unit TownhouseBrooklyn, NY 11217",United States,New York,Kings County,Brooklyn,Prospect Place,"37 Prospect Pl, Brooklyn, NY 11217, USA",40.6799381,-73.9764616
Brokered by 5 Boro Realty Corp,Multi-family home for sale,850000,3,2.3738608579684373,1600.0,3836 Laurel Ave,"Brooklyn, NY 11224","3836 Laurel AveBrooklyn, NY 11224",United States,New York,Kings County,Brooklyn,Laurel Avenue,"3836 Laurel Ave, Brooklyn, NY 11224, USA",40.5776897,-74.0072206
Brokered by Berkshire Hathaway,Multi-family home for sale,1550000,6,6.0,2184.207862,4409 Atlantic Ave,"Brooklyn, NY 11224","4409 Atlantic AveBrooklyn, NY 11224",United States,New York,Kings County,Brooklyn,Atlantic Avenue,"4409 Atlantic Ave, Brooklyn, NY 11224, USA",40.5757051,-74.0098832
Brokered by Coldwell Banker American Homes,Multi-family home for sale,1358000,6,3.0,2184.207862,1016 Putnam Ave,"Bedford Stuyvesant, NY 11221","1016 Putnam AveBedford Stuyvesant, NY 11221",United States,New York,Kings County,Brooklyn,Putnam Avenue,"1016 Putnam Ave, Brooklyn, NY 11221, USA",40.6871306,-73.9215141
Brokered by RE MAX Edge,House for sale,1085000,5,3.0,1200.0,1625 71st St,"Brooklyn, NY 11204","1625 71st StBrooklyn, NY 11204",United States,New York,Kings County,Brooklyn,71st Street,"1625 71st St, Brooklyn, NY 11204, USA",40.618311,-73.997597
Brokered by Keller Williams Hudson Valley,Multi-family home for sale,680000,3,2.0,1535.0,664 Crescent St,"Brooklyn, NY 11208","664 Crescent StBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Crescent Street,"664 Crescent St., Brooklyn, NY 11208, USA",40.6713695,-73.869277
Brokered by Prime Realty,Multi-family home for sale,999000,5,3.0,2184.207862,7312 Avenue U,"Brooklyn, NY 11234","7312 Avenue UBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,Avenue U,"7312 Avenue U, Brooklyn, NY 11234, USA",40.6207744,-73.9055089
Brokered by Corcoran Park Slope,Pending,1800000,7,4.0,2832.0,729 E 18th St,"Brooklyn, NY 11230","729 E 18th StBrooklyn, NY 11230",United States,New York,Kings County,Brooklyn,East 18th Street,"729 E 18th St, Brooklyn, NY 11230, USA",40.6331671,-73.9597006
Brokered by Corcoran Park Slope,Pending,1800000,7,4.0,2832.0,729 E 18th St,"Brooklyn, NY 11230","729 E 18th StBrooklyn, NY 11230",United States,New York,Kings County,Brooklyn,East 18th Street,"729 E 18th St, Brooklyn, NY 11230, USA",40.6331671,-73.9597006
Brokered by COMPASS,Pending,7500000,3,4.0,3050.0,329 Vanderbilt Ave,"Brooklyn, NY 11205","329 Vanderbilt AveBrooklyn, NY 11205",United States,New York,Kings County,Brooklyn,Vanderbilt Avenue,"329 Vanderbilt Ave, Brooklyn, NY 11205, USA",40.6883185,-73.9686154
Brokered by Akcess24homes Inc,Multi-family home for sale,1059000,6,3.0,2184.207862,124 Norwood Ave,"Brooklyn, NY 11208","124 Norwood AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Norwood Avenue,"124 Norwood Ave, Brooklyn, NY 11208, USA",40.6830732,-73.8797396
Brokered by 5 Boro Realty Corp,Multi-family home for sale,1299999,8,4.0,3448.0,1210 E 72nd St,"Brooklyn, NY 11234","1210 E 72nd StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 72nd Street,"1210 E 72nd St, Brooklyn, NY 11234, USA",40.6259736,-73.9141206
Brokered by Fillmore Real Estate,House for sale,639000,2,2.0,862.0,1755 E 51st St,"Brooklyn, NY 11234","1755 E 51st StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 51st Street,"1755 E 51st St, Brooklyn, NY 11234, USA",40.6175251,-73.9255226
Brokered by RE MAX Real Estate Professionals,House for sale,1725000,3,2.0,1508.0,132 91st St,"Brooklyn, NY 11209","132 91st StBrooklyn, NY 11209",United States,New York,Kings County,Brooklyn,91st Street,"132 91st St, Brooklyn, NY 11209, USA",40.6208655,-74.036863
Brokered by KA REALTY GROUP INC,House for sale,350000,3,2.3738608579684373,1520.0,399 Linwood St,"Brooklyn, NY 11208","399 Linwood StBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Linwood Street,"399 Linwood St, Brooklyn, NY 11208, USA",40.6758271,-73.8828978
Brokered by Ycl Real Estate Consulting,Multi-family home for sale,580000,5,2.0,1780.0,49 3 Brighton Ct,"Brooklyn, NY 11235","49 3 Brighton CtBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Brighton Court,"3 Brighton Ct, Brooklyn, NY 11223, USA",40.5874424,-73.9675716
Brokered by COMPASS,Townhouse for sale,5800000,7,5.0,6360.0,39 S Portland Ave,"Brooklyn, NY 11217","39 S Portland AveBrooklyn, NY 11217",United States,New York,Kings County,Brooklyn,South Portland Avenue,"39 S Portland Ave, Brooklyn, NY 11217, USA",40.6884736,-73.9747288
Brokered by Lj Estates Inc,Multi-family home for sale,725000,4,2.0,1700.0,445 Milford St Unit 04457-0058,"Brooklyn, NY 11208","445 Milford St Unit 04457-0058Brooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Milford Street,"445 Milford St, Brooklyn, NY 11208, USA",40.6681943,-73.8749046
"Brokered by Compass Greater Ny, Llc",House for sale,1199000,4,1.0,1840.0,7702 15th Ave,"Brooklyn, NY 11228","7702 15th AveBrooklyn, NY 11228",United States,New York,Kings County,Brooklyn,15th Avenue,"7702 15th Ave, Brooklyn, NY 11228, USA",40.6165131,-74.0045846
Brokered by Keystone Realty USA Corp,Multi-family home for sale,888000,5,4.0,2184.207862,527 Glenmore Ave,"Brooklyn, NY 11207","527 Glenmore AveBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,Glenmore Avenue,"527 Glenmore Ave, Brooklyn, NY 11207, USA",40.6741308,-73.8908415
Brokered by Weichert Realtors The Franzese Group,Multi-family home for sale,2489000,4,4.0,2334.0,230 7th St,"Brooklyn, NY 11215","230 7th StBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,7th Street,"230 7th St, Brooklyn, NY 11215, USA",40.671985,-73.9889397
Brokered by REALHome Services & Solutions,Multi-family home for sale,471300,4,2.0,2175.0,672 Van Siclen Ave,"Brooklyn, NY 11207","672 Van Siclen AveBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,Van Siclen Avenue,"672 Van Siclen Ave, Brooklyn, NY 11207, USA",40.6629386,-73.8878146
Brokered by Weichert Realtors The Franzese Group,House for sale,1089000,4,2.0,1720.0,649 Bay Ridge Pkwy,"Brooklyn, NY 11209","649 Bay Ridge PkwyBrooklyn, NY 11209",United States,New York,Kings County,Brooklyn,Bay Ridge Parkway,"649 Bay Ridge Pkwy, Brooklyn, NY 11209, USA",40.6275081,-74.018889
Brokered by BROOKLYN`S 4 U REALTY,House for sale,1899000,7,4.0,2800.0,2719 Whitman Dr,"Brooklyn, NY 11234","2719 Whitman DrBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,Whitman Drive,"2719 Whitman Dr, Brooklyn, NY 11234, USA",40.6049921,-73.9106532
Brokered by Berkshire Hathaway HomeServices Cangiano Estates,Multi-family home for sale,2100000,20,8.0,7200.0,7222 3rd Ave,"Brooklyn, NY 11209","7222 3rd AveBrooklyn, NY 11209",United States,New York,Kings County,Brooklyn,3rd Avenue,"7222 3rd Ave, Brooklyn, NY 11209, USA",40.6330213,-74.0274188
Brokered by Keller Williams Points North,House for sale,3200000,4,4.0,2950.0,70 81st St,"Brooklyn, NY 11209","70 81st StBrooklyn, NY 11209",United States,New York,Kings County,Brooklyn,81st Street,"70 81st St, Brooklyn, NY 11209, USA",40.6286854,-74.0372417
Brokered by RE MAX Elite,House for sale,1175000,3,2.0,1192.0,6810 Madeline Ct,"Brooklyn, NY 11220","6810 Madeline CtBrooklyn, NY 11220",United States,New York,Kings County,Brooklyn,Madeline Court,"6810 Madeline Ct, Brooklyn, NY 11220, USA",40.6369819,-74.0276787
Brokered by Coldwell Banker Reliable,Contingent,999999,3,2.0,1880.0,560 Bay Ridge Ave,"Brooklyn, NY 11220","560 Bay Ridge AveBrooklyn, NY 11220",United States,New York,Kings County,Brooklyn,Bay Ridge Avenue,"560 Bay Ridge Ave, Brooklyn, NY 11220, USA",40.6325838,-74.0194607
Brokered by BERGEN BASIN REALTY,House for sale,2950000,6,5.0,5436.0,2390 National Dr,"Brooklyn, NY 11234","2390 National DrBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,National Drive,"2390 National Dr, Brooklyn, NY 11234, USA",40.6037688,-73.9113665
Brokered by Bayview Marketing Group LLC,Condo for sale,530000,1,1.0,538.0,2286 Cropsey Ave Unit 6D,"Brooklyn, NY 11214","2286 Cropsey Ave Unit 6DBrooklyn, NY 11214",United States,New York,Kings County,Brooklyn,2286,"2286 Cropsey Ave #6d, Brooklyn, NY 11214, USA",40.5954596,-73.9968422
Brokered by VYLLA Homes,House for sale,551000,3,2.3738608579684373,2184.207862,1606 E 45th St,"Brooklyn, NY 11234","1606 E 45th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 45th Street,"1606 E 45th St, Brooklyn, NY 11234, USA",40.6214749,-73.932287
Brokered by Classic Home Sales,House for sale,639000,3,2.0,2184.207862,2072 E 74th St,"Brooklyn, NY 11234","2072 E 74th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 74th Street,"2072 E 74th St, Brooklyn, NY 11234, USA",40.6214608,-73.905805
Brokered by Corcoran SoHo,Multi-family home for sale,3650000,4,4.0,2880.0,35 Joralemon St,"Brooklyn, NY 11201","35 Joralemon StBrooklyn, NY 11201",United States,New York,Kings County,Brooklyn,Joralemon Street,"35 Joralemon St, Brooklyn, NY 11201, USA",40.6938815,-73.9983127
Brokered by Vantage Realty Partners,Multi-family home for sale,681000,6,3.0,2184.207862,694 Ashford St,"Brooklyn, NY 11207","694 Ashford StBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,Ashford Street,"694 Ashford St, Brooklyn, NY 11207, USA",40.6648825,-73.8826911
Brokered by Keller Williams Village Sq Rlt,House for sale,800000,3,2.0,1224.0,1883 E 53rd St,"Old Mill Basin, NY 11234","1883 E 53rd StOld Mill Basin, NY 11234",United States,New York,Kings County,Brooklyn,East 53rd Street,"1883 E 53rd St, Brooklyn, NY 11234, USA",40.6125589,-73.9230425
Brokered by RE MAX Edge,Multi-family home for sale,1850000,12,8.0,5250.0,1727 E 14th St,"Brooklyn, NY 11229","1727 E 14th StBrooklyn, NY 11229",United States,New York,Kings County,Brooklyn,East 14th Street,"1727 E 14th St, Brooklyn, NY 11229, USA",40.6074371,-73.9588281
Brokered by RE MAX Edge,Multi-family home for sale,1850000,12,8.0,5250.0,1727 E 14th St,"Brooklyn, NY 11229","1727 E 14th StBrooklyn, NY 11229",United States,New York,Kings County,Brooklyn,East 14th Street,"1727 E 14th St, Brooklyn, NY 11229, USA",40.6074371,-73.9588281
Brokered by Douglas Elliman - 156 Montague,Townhouse for sale,5995000,6,4.0,4000.0,136 Kane St,"Brooklyn, NY 11231","136 Kane StBrooklyn, NY 11231",United States,New York,Kings County,Brooklyn,Kane Street,"136 Kane St, Brooklyn, NY 11231, USA",40.6868209,-73.9988226
"Brokered by BEN BAY REALTY, CO.",House for sale,1848000,6,2.3738608579684373,3676.0,976 Ocean Ave,"Brooklyn, NY 11226","976 Ocean AveBrooklyn, NY 11226",United States,New York,Kings County,Brooklyn,Ocean Avenue,"976 Ocean Ave, Brooklyn, NY 11226, USA",40.6386251,-73.9591955
Brokered by Voro Llc,Multi-family home for sale,599000,5,2.0,2268.0,716 Decatur St,"Brooklyn, NY 11233","716 Decatur StBrooklyn, NY 11233",United States,New York,Kings County,Brooklyn,Decatur Street,"716 Decatur St, Brooklyn, NY 11233, USA",40.6835248,-73.9141078
Brokered by BROOKLYN`S 4 U REALTY,Multi-family home for sale,1295000,3,2.0,2600.0,2506 E 65th St,"Brooklyn, NY 11234","2506 E 65th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 65th Street,"2506 E 65th St, Brooklyn, NY 11234, USA",40.609816,-73.9084026
Brokered by Get Listed Get Sold NYC,Multi-family home for sale,1249000,5,3.0,1548.0,2171 W 7th St,"Brooklyn, NY 11223","2171 W 7th StBrooklyn, NY 11223",United States,New York,Kings County,Brooklyn,West 7th Street,"2171 W 7th St, Brooklyn, NY 11223, USA",40.5946329,-73.9779295
Brokered by RE MAX Edge,Multi-family home for sale,999900,4,2.0,2024.0,29 Bay 10th St,"Brooklyn, NY 11228","29 Bay 10th StBrooklyn, NY 11228",United States,New York,Kings County,Brooklyn,Bay 10th Street,"29 Bay 10th St, Brooklyn, NY 11228, USA",40.6101839,-74.009209
Brokered by PPAD - Park Property Advisors,Condo for sale,2250000,2,2.0,1334.0,415 DE Graw St Unit Ph,"Brooklyn, NY 11217","415 DE Graw St Unit PhBrooklyn, NY 11217",United States,New York,Kings County,Brooklyn,Degraw Street,"415 Degraw St, Brooklyn, NY 11217, USA",40.6819719,-73.9903277
Brokered by Brown Harris Stevens - 100 Seventh Avenue,Townhouse for sale,2050000,5,4.0,3000.0,26 Rutland Rd Unit Townhouse,"Brooklyn, NY 11225","26 Rutland Rd Unit TownhouseBrooklyn, NY 11225",United States,New York,Kings County,Brooklyn,Rutland Road,"26 Rutland Rd, Brooklyn, NY 11225, USA",40.6586603,-73.9595973
"Brokered by Behfar Team, Llc",House for sale,1075000,6,2.0,2200.0,1455 E 15th St,"Brooklyn, NY 11230","1455 E 15th StBrooklyn, NY 11230",United States,New York,Kings County,Brooklyn,East 15th Street,"1455 E 15th St, Brooklyn, NY 11230, USA",40.6141979,-73.9591151
Brokered by Corcoran Bedford Stuyvesant,House for sale,4995000,4,4.0,2184.207862,464 1st St,"Brooklyn, NY 11215","464 1st StBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,1st Street,"464 1st St, Brooklyn, NY 11215, USA",40.6712943,-73.9771145
Brokered by Pride Estates,House for sale,898000,5,4.0,2828.0,185 Highland Blvd,"Brooklyn, NY 11207","185 Highland BlvdBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,Highland Boulevard,"185 Highland Blvd, Brooklyn, NY 11207, USA",40.6816001,-73.8948525
Brokered by Momentum Real Estate Llc,Multi-family home for sale,1848000,3,4.0,3640.0,1862 84th Ave,"Brooklyn, NY 11214","1862 84th AveBrooklyn, NY 11214",United States,New York,Kings County,Brooklyn,84th Street,"1862 84th St, Brooklyn, NY 11214, USA",40.607214,-73.9998636
Brokered by Douglas Elliman  -111 Fifth Ave,House for sale,2975000,3,2.0,2184.207862,474 Sterling Pl,"Brooklyn, NY 11238","474 Sterling PlBrooklyn, NY 11238",United States,New York,Kings County,Brooklyn,Sterling Place,"474 Sterling Pl, Brooklyn, NY 11238, USA",40.674276,-73.9626129
Brokered by Douglas Elliman - 664 Fulton,House for sale,919000,3,2.0,1565.0,941 Newkirk Ave,"Brooklyn, NY 11230","941 Newkirk AveBrooklyn, NY 11230",United States,New York,Kings County,Brooklyn,Newkirk Avenue,"941 Newkirk Ave, Brooklyn, NY 11230, USA",40.6335949,-73.9678166
Brokered by Corcoran East Side,House for sale,815599,3,2.0,2184.207862,3708 Avenue M,"Brooklyn, NY 11234","3708 Avenue MBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,Avenue K,"3708 Avenue K, Brooklyn, NY 11210, USA",40.6254509,-73.9395115
Brokered by Oxford Property Group,Townhouse for sale,7750000,3,2.3738608579684373,3375.0,5622 14th Ave,"Brooklyn, NY 11219","5622 14th AveBrooklyn, NY 11219",United States,New York,Kings County,Brooklyn,14th Avenue,"5622 14th Ave, Brooklyn, NY 11219, USA",40.629467,-73.994672
Brokered by RE MAX Edge,Multi-family home for sale,1998000,6,3.0,3192.0,578 Ovington Ave,"Brooklyn, NY 11209","578 Ovington AveBrooklyn, NY 11209",United States,New York,Kings County,Brooklyn,Ovington Avenue,"578 Ovington Ave, Brooklyn, NY 11209, USA",40.631406,-74.0193512
Brokered by Winzone Realty Inc,House for sale,1299000,4,2.0,2184.207862,2066 66th St,"Brooklyn, NY 11204","2066 66th StBrooklyn, NY 11204",United States,New York,Kings County,Brooklyn,66th Street,"2066 66th St, Brooklyn, NY 11204, USA",40.6147583,-73.9849887
Brokered by Douglas Elliman - Bayside,Multi-family home for sale,1499000,5,2.0,2280.0,18 Covert St,"Brooklyn, NY 11207","18 Covert StBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,Covert Street,"18 Covert St., Brooklyn, NY 11207, USA",40.6852121,-73.9131299
Brokered by RE MAX Edge,House for sale,688000,3,2.0,1344.0,2805 W 28th St,"Brooklyn, NY 11224","2805 W 28th StBrooklyn, NY 11224",United States,New York,Kings County,Brooklyn,West 28th Street,"2805 W 28th St, Brooklyn, NY 11224, USA",40.5773399,-73.9943294
Brokered by Budget Real Estate Nyc Inc,Multi-family home for sale,679000,6,3.0,2184.207862,1319 E 96th St,"Brooklyn, NY 11236","1319 E 96th StBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,East 96th Street,"1319 E 96th St, Brooklyn, NY 11236, USA",40.6398004,-73.8974592
Brokered by Keller Williams Realty Greater Nassau,Co-op for sale,349000,1,1.0,800.0,510 Ocean Pkwy Apt 4D,"Kensington, NY 11218","510 Ocean Pkwy Apt 4DKensington, NY 11218",United States,New York,Kings County,Brooklyn,Ocean Parkway,"510 Ocean Pkwy, Brooklyn, NY 11218, USA",40.6358249,-73.973308
Brokered by Realty Trends Corp,Multi-family home for sale,2999990,5,6.0,3600.0,226 12th St,"Brooklyn, NY 11215","226 12th StBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,12th Street,"226 12th St, Brooklyn, NY 11215, USA",40.6681258,-73.9897865
Brokered by eXp Realty BKNY,Co-op for sale,445000,3,2.0,1250.0,2483 W 16th St Apt 3C,"Brooklyn, NY 11214","2483 W 16th St Apt 3CBrooklyn, NY 11214",United States,New York,Kings County,Brooklyn,2483,"2483 W 16th St #3c, Brooklyn, NY 11214, USA",40.5871907,-73.9840965
Brokered by RE MAX Elite,Pending,999000,4,2.0,1957.0,121 86th St,"Brooklyn, NY 11209","121 86th StBrooklyn, NY 11209",United States,New York,Kings County,Brooklyn,86th Street,"121 86th St, Brooklyn, NY 11209, USA",40.6248041,-74.0355778
Brokered by IHome Realty Group LLC,House for sale,650000,4,2.0,1482.0,954 Brooklyn Ave,"Brooklyn, NY 11203","954 Brooklyn AveBrooklyn, NY 11203",United States,New York,Kings County,Brooklyn,Brooklyn Avenue,"954 Brooklyn Ave, Brooklyn, NY 11203, USA",40.6503361,-73.9440072
Brokered by S Sharf Realty Inc,Multi-family home for sale,1699999,6,3.0,2754.0,370 Marion St,"Brooklyn, NY 11233","370 Marion StBrooklyn, NY 11233",United States,New York,Kings County,Brooklyn,Marion Street,"370 Marion St, Brooklyn, NY 11233, USA",40.681189,-73.9146606
Brokered by Anthony T Crews Real Estate LLC,House for sale,575000,4,2.0,1604.0,190 Crystal St,"Brooklyn, NY 11208","190 Crystal StBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Crystal Street,"190 Crystal St, Brooklyn, NY 11208, USA",40.6740009,-73.8743074
Brokered by Anthony T Crews Real Estate LLC,House for sale,575000,4,2.0,1604.0,190 Crystal St,"Brooklyn, NY 11208","190 Crystal StBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Crystal Street,"190 Crystal St, Brooklyn, NY 11208, USA",40.6740009,-73.8743074
Brokered by Serhant,Townhouse for sale,2999999,4,3.0,2800.0,465 Saint Johns Pl,"Brooklyn, NY 11238","465 Saint Johns PlBrooklyn, NY 11238",United States,New York,Kings County,Brooklyn,Saint Johns Place,"465 St Johns Pl, Brooklyn, NY 11238, USA",40.6736636,-73.9623858
Brokered by Daniel Gale of Brooklyn LLC,Townhouse for sale,2025000,2,2.0,1500.0,204 Richards Street Richards St Unit 204,"Brooklyn, NY 11231","204 Richards Street Richards St Unit 204Brooklyn, NY 11231",United States,New York,Kings County,Brooklyn,Richards Street,"204 Richards St, Brooklyn, NY 11231, USA",40.6756128,-74.0124872
Brokered by COMPASS,Townhouse for sale,2695000,3,2.0,1950.0,338 Humboldt St,"Brooklyn, NY 11211","338 Humboldt StBrooklyn, NY 11211",United States,New York,Kings County,Brooklyn,Humboldt Street,"338 Humboldt St, Brooklyn, NY 11211, USA",40.7135237,-73.942354
Brokered by 1 Oak Real Estate Hub Inc,Multi-family home for sale,1200000,7,2.3738608579684373,2184.207862,1278 E 70th St,"Brooklyn, NY 11234","1278 E 70th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 70th Street,"1278 E 70th St, Brooklyn, NY 11234, USA",40.6243164,-73.9136042
